,obm_id,location_start,survey_station_code,species,total_no,juvenile,adult,water_type
3335,93,Szatmar varos,SO17006,Squalius cephalus,34,17,17,river
2738,26,Szeben alatt,OL17002,Squalius cephalus,1,1,0,river
2741,16,Szeben felett,OL17003,Squalius cephalus,73,20,53,river
2734,22,Szeben varos,OL17001,Squalius cephalus,48,44,4,river
528,1069,Szolokma2,MU14006,Squalius cephalus,4,4,0,river
3064,4291,Szorcse T,OL21016,Squalius cephalus,70,42,28,river
1068,3609,Sztrigy,MU15002,Squalius cephalus,13,6,7,river
1943,1596,Sztrigy 2 T,MU18071,Squalius cephalus,18,16,2,river
1120,3626,T12 2019T,TI19007,Squalius cephalus,24,4,20,river
4336,3330,T17 2019T,TI19001,Squalius cephalus,22,11,11,river
4345,3347,T20 2019 T,TI19002,Squalius cephalus,15,3,12,river
4313,3313,T4 2019 T,TI19005,Squalius cephalus,28,8,20,river
4017,4251,T5 2011,TI11004,Squalius cephalus,2,1,1,river
4024,4263,Talna Felso,TI12001,Squalius cephalus,140,125,15,river
1175,3013,Tarkany Marnas terep,CR16002,Squalius cephalus,70,40,30,river
3880,2797,"Temes 1 legalso T, 186",TB19003,Squalius cephalus,13,1,12,river
3833,1762,Temes 2 T,TB18006,Squalius cephalus,33,18,15,river
3859,1775,Temes 3 T Lugos alatt,TB18008,Squalius cephalus,2,2,0,river
3840,1743,Temes 4 T,TB18007,Squalius cephalus,146,105,41,river
3768,1662,Temes 5 T,TB18002,Squalius cephalus,70,54,16,river
3970,3815,Temes Cebza T,TB21002,Squalius cephalus,9,2,7,river
3949,2823,Temes legfelso T,TB19007,Squalius cephalus,19,9,10,river
3860,3360,Timis aval balastiera,TB19001,Squalius cephalus,21,13,8,river
4039,835,Tisza felso T,TI18001,Squalius cephalus,19,2,17,river
4232,880,Tisza kozepso T,TI18007,Squalius cephalus,50,47,3,river
4082,866,Tisza legalso T,TI18004,Squalius cephalus,44,16,28,river
4156,360,Toz Agya felett,CR17011,Squalius cephalus,8,2,6,river
104,373,Toz Garba-Csermo,CR17007,Squalius cephalus,25,5,20,river
117,367,Toz legfelso,CR17009,Squalius cephalus,52,52,0,river
2865,3554,Tur Harmashatar T,TI20001,Squalius cephalus,92,59,33,river
4359,3275,Tur legfelso 2019 T,TI19003,Squalius cephalus,98,58,40,river
1237,116,Udvarhely varos,MU17007,Squalius cephalus,124,23,101,river
1192,3029,Varfurile marnas terep,CR16001,Squalius cephalus,35,8,27,river
1933,1983,Vasarhely alatt 2 T,MU18070,Squalius cephalus,38,12,26,river
1841,2017,Vasarhely felett T,MU18065,Squalius cephalus,38,34,4,river
1869,1997,Vasarhely varos T,MU18066,Squalius cephalus,24,16,8,river
901,1251,Vecke patak,MU14103,Squalius cephalus,33,25,8,river
621,1036,Vecke1,MU14019,Squalius cephalus,5,4,1,river
628,1044,Vecke2,MU14020,Squalius cephalus,40,0,40,river
4079,850,Viso T,TI18003,Squalius cephalus,12,8,4,river
4305,3215,VR1T Nehezf,TI18009,Squalius cephalus,172,85,87,river
688,1566,ZEBRAC 1,MU14044,Squalius cephalus,10,10,0,river
3662,4082,Zilah pataka Goroszlo T,SO21019,Squalius cephalus,24,9,15,river
480,3732,Zsil am captare T,JI20008,Squalius cephalus,7,6,1,river
469,3724,Zsil podul lui Fabian T,JI20006,Squalius cephalus,1,1,0,river
4426,3991,Bistra MM T,TI21006,Telestes souffia,1,0,1,river
4440,3997,Frumuseaua (Crasna) T,TI21008,Telestes souffia,3,0,3,river
4060,922,Iza felso T,TI18002,Telestes souffia,1,0,1,river
4101,911,Mara T,TI18005,Telestes souffia,47,44,3,river
3998,3699,Punctul nr. 2 (Vaser-Novat beomles),TI11001,Telestes souffia,3,NA,NA,river
4424,3960,Szaplonca T,TI21005,Telestes souffia,1,0,1,river
4036,828,Tisza felso T,TI18001,Telestes souffia,6,4,2,river
4253,879,Tisza kozepso T,TI18007,Telestes souffia,26,26,0,river
4092,860,Tisza legalso T,TI18004,Telestes souffia,3,0,3,river
4070,843,Viso T,TI18003,Telestes souffia,3,1,2,river
2573,4166,Albac2T,MU21006,Thymallus thymallus,2,NA,2,river
2560,4162,Ariesul Mare5T,MU21005,Thymallus thymallus,3,NA,3,river
3639,4184,Belis2T,SO21014,Thymallus thymallus,2,2,NA,river
4428,3996,Bistra MM T,TI21006,Thymallus thymallus,3,1,2,river
3993,3681,Bisztra 3. MP tervezett MHC-nal,TI09001,Thymallus thymallus,7,NA,NA,river
2553,4177,Cobles2T,MU21003,Thymallus thymallus,11,NA,11,river
434,4144,Crisul Pietros Pietroasa3T,CR21009,Thymallus thymallus,19,NA,19,river
862,1407,GALONYA ALSO T,MU14096,Thymallus thymallus,8,6,2,river
893,1412,GALONYA KOZEPSO T,MU14101,Thymallus thymallus,3,2,1,river
2555,4171,Garda Seaca3T,MU21004,Thymallus thymallus,26,NA,26,river
697,1420,GODE 2,MU14046,Thymallus thymallus,1,0,1,river
745,1428,ILISOARA MARE 0,MU14060,Thymallus thymallus,7,0,7,river
728,1430,ILISOARA MARE 1,MU14053,Thymallus thymallus,24,0,24,river
730,1433,ILVA 3,MU14054,Thymallus thymallus,4,0,4,river
763,1436,ILVA1,MU14065,Thymallus thymallus,14,1,13,river
738,1443,ILVA2,MU14059,Thymallus thymallus,4,2,2,river
1255,3241,Ivo,MU17010,Thymallus thymallus,2,2,0,river
703,1473,Maros Ciobotani,MU14047,Thymallus thymallus,7,0,7,river
847,1483,Maros Deda folott,MU14093,Thymallus thymallus,2,0,2,river
675,1490,Maros Neagra,MU14040,Thymallus thymallus,2,0,2,river
891,1498,Maros Ratosnya alatt,MU14100,Thymallus thymallus,9,0,9,river
750,1508,Maros Szalard,MU14062,Thymallus thymallus,3,1,2,river
489,4222,Maros Szenete 2009,MU09001,Thymallus thymallus,3,NA,NA,river
